Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level
1.94,1510.87,2.7,2.98
1.8,2575.98,3.49,3.01
1.37,1654.69,3.61,1.0
1.18,1132.8,1.9,2.0
1.03,740.98,2.01,1.99
1.31,1412.44,2.31,1.98
1.1,1456.84,1.7,2.04
1.19,1142.4,2.91,2.0
1.41,1527.88,2.51,2.04
1.01,970.41,2.4,2.01
1.29,1699.96,2.0,1.98
1.72,2461.49,2.69,3.01
1.91,2727.1,3.5,2.98
0.6,594.54,2.21,1.01
1.25,1511.12,1.5,1.0
1.88,2206.37,3.52,3.04
1.24,892.8,2.0,2.0
1.61,1886.6,2.7,3.02
1.2,792.0,2.0,1.0
1.73,2022.54,3.5,2.99
1.56,2234.23,3.51,3.02
1.86,1449.68,3.47,2.99
0.62,409.57,2.29,1.01
0.9,891.0,2.69,1.0
0.62,408.83,1.81,1.0
1.47,1942.02,2.79,2.01
1.56,1215.86,2.72,2.99
1.81,1410.71,3.49,2.99
0.75,909.15,2.32,1.02
1.05,694.89,2.49,1.03
1.19,1288.41,2.41,2.03
1.53,1787.35,2.69,2.98
1.91,1989.46,3.51,3.02
1.53,1194.32,2.68,3.01
1.49,1610.54,3.7,2.01
0.57,500.69,3.42,1.0
1.29,1392.04,2.59,1.99
1.03,987.98,2.32,1.99
1.45,1043.13,2.01,1.99
0.68,822.8,2.93,1.0
1.82,1417.42,3.48,2.98
1.41,1862.75,2.59,2.01
0.8,703.36,2.7,1.0
1.1,1454.42,1.72,2.02
1.26,1209.6,2.51,2.0
0.83,732.39,2.09,1.03
0.55,484.88,2.18,1.02
0.51,616.54,1.81,1.0
1.47,1059.28,1.5,2.01
1.24,895.03,1.93,2.03
1.77,1843.63,3.5,3.02
1.07,1155.6,1.48,2.0
1.67,1301.6,3.51,2.99
1.02,979.2,1.99,2.0
1.1,1189.98,1.72,2.02
1.37,1809.91,2.61,2.01
1.66,1725.07,2.7,2.99
1.97,2303.13,3.48,2.99
1.51,1994.86,2.12,2.01
1.34,1768.8,2.3,2.0
1.06,1281.43,3.39,1.0
1.91,1490.95,3.5,3.01
0.79,781.39,2.09,1.0
1.31,1258.65,3.11,2.01
0.82,542.18,2.22,1.02
1.47,1587.6,1.68,2.0
1.84,1432.99,3.49,2.98
1.37,1204.5,3.7,1.0
1.14,1379.4,2.39,1.0
1.76,1833.22,2.69,3.02
1.04,916.03,1.59,1.01
1.37,1357.53,1.91,1.01
1.14,1230.17,1.49,1.99
1.29,1132.1,2.2,1.0
1.87,1947.79,2.71,3.02
1.66,1294.8,2.69,3.0
1.09,1080.08,2.0,1.01
1.02,979.2,1.89,2.0
1.02,980.02,3.38,2.01
0.99,1197.9,2.59,1.0
1.49,982.51,1.8,1.0
1.93,1504.24,3.49,2.99
2.0,2855.6,3.51,2.98
1.45,1568.61,2.02,2.02
1.26,909.47,2.51,2.03
0.8,527.52,2.1,1.0
1.08,1307.99,3.19,1.01
0.73,882.5,3.51,1.0
1.97,2304.9,3.49,3.0
1.37,988.04,1.8,2.02
1.41,1395.9,3.4,1.0
1.34,964.8,2.3,2.0
1.67,1305.61,2.7,3.03
1.42,1721.32,2.0,1.02
1.08,1035.94,3.31,1.99
1.38,1821.6,1.79,2.0
1.63,2330.9,3.49,3.0
1.87,2678.21,3.51,3.02
0.58,381.76,3.39,1.0
0.52,515.27,2.3,1.01
0.76,751.72,3.5,1.0
0.76,920.44,1.59,1.01
1.13,1491.6,1.8,2.0
1.05,1271.66,2.7,1.01
1.13,1491.6,1.79,2.0
1.2,861.12,1.69,1.96
0.97,852.82,1.92,1.0
0.76,917.09,2.49,1.0
1.19,1045.3,3.7,1.0
1.28,919.3,3.3,1.97
0.52,629.77,1.82,1.01
1.31,941.63,3.52,1.98
0.85,841.5,2.19,1.0
1.23,1215.49,2.21,1.0
0.73,722.7,1.48,1.0
0.87,1053.66,2.59,1.01
1.07,1154.64,2.17,1.99
0.92,912.46,2.19,1.02
1.29,852.95,2.69,1.02
1.78,2545.4,2.69,3.0
1.39,1377.35,2.01,1.01
1.9,2717.0,3.49,3.0
1.22,1609.06,2.99,1.99
1.41,1353.6,2.9,2.0
1.08,1166.4,2.79,2.0
1.31,1730.64,3.39,2.01
1.64,1704.29,2.71,2.99
1.33,1435.2,2.01,1.99
1.85,1443.0,3.51,3.0
0.76,918.76,1.61,1.0
1.01,971.22,3.29,2.02
1.5,1436.4,3.41,1.97
1.14,1093.49,2.51,1.99
1.47,1293.6,1.82,1.0
1.4,1512.0,2.19,2.0
1.29,1275.94,3.38,1.0
1.27,914.4,1.79,2.0
1.85,1926.96,2.71,3.02
1.03,989.62,3.42,2.01
1.17,1263.6,2.4,2.0
1.58,1644.46,2.71,3.01
1.08,1426.79,2.71,2.01
0.79,520.93,2.09,1.0
1.34,1447.2,3.11,2.0
1.03,740.98,2.4,1.99
1.37,988.87,2.5,2.03
1.01,968.79,3.4,1.99
1.23,1081.42,1.59,1.0
1.09,1438.8,3.42,2.0
0.5,439.2,2.51,1.0
1.22,879.13,2.19,2.01
1.07,708.13,2.02,1.03
1.3,1249.04,2.09,2.01
1.14,1231.2,2.7,2.0
1.5,1811.7,2.81,1.0
1.06,1145.75,2.4,2.01
1.99,2068.01,2.69,2.99
0.97,640.2,2.09,1.0
1.09,1175.24,2.4,1.98
1.3,1573.0,3.31,1.0
1.73,1797.82,3.49,2.99
1.12,987.39,2.99,1.02
1.5,2148.3,3.5,3.02
1.36,1346.4,2.9,1.0
1.09,959.2,1.9,1.0
1.88,1466.4,2.69,3.0
1.16,834.5,2.41,1.99
1.37,1480.83,1.78,2.01
1.5,1078.2,2.0,1.98
1.87,2678.21,2.72,3.02
1.0,1320.0,3.1,2.0
1.34,1773.22,2.1,2.03
1.86,2661.85,2.71,3.01
1.76,2516.8,3.49,3.0
1.15,1390.24,3.5,1.0
1.38,1490.4,3.41,2.0
1.29,927.25,2.39,1.98
1.0,959.2,2.41,1.99
1.37,1357.53,2.01,1.01
1.02,978.38,2.38,1.99
0.55,363.0,2.18,1.0
0.95,837.52,2.01,1.02
0.57,689.07,2.41,1.0
1.39,1332.18,3.3,1.98
1.88,1952.19,2.7,2.98
0.89,879.5,2.01,1.0
1.71,1781.14,3.49,3.02
1.49,984.29,1.51,1.01
1.0,1081.8,3.08,2.02
1.06,763.84,2.4,2.01
1.81,1882.4,3.5,3.0
1.04,998.4,2.6,2.0
0.8,527.04,2.2,1.0
0.71,861.44,2.6,1.03
0.61,603.9,3.43,1.0
1.87,2181.17,2.7,2.96
1.63,2329.11,2.7,2.99
0.88,581.33,3.49,1.01
1.14,1504.8,1.7,2.0
1.31,1585.1,2.52,1.0
0.95,834.48,2.67,1.0
1.4,1388.52,1.58,1.02
1.51,1175.08,3.51,2.97
1.22,1317.6,2.11,2.0
1.38,1820.08,2.3,1.99
1.75,1365.0,2.71,3.0
0.94,620.4,2.02,1.0
1.02,673.2,2.6,1.0
1.32,1597.2,2.31,1.0
1.17,1414.41,3.4,1.0
0.9,891.81,2.41,1.01
1.88,2686.33,2.69,2.99
1.7,1769.36,3.52,3.01
1.16,834.5,2.39,1.99
1.02,1235.32,2.21,1.01
1.43,1731.87,2.4,1.01
1.29,927.25,2.1,1.98
1.88,2688.4,3.5,3.0
1.82,2126.12,3.5,2.98
1.2,1151.04,1.81,1.99
1.35,1456.78,2.09,1.99
0.97,640.78,1.71,1.01
0.81,800.44,3.7,1.0
1.15,1245.1,1.52,2.03
1.26,1106.78,3.12,1.0
1.39,997.46,2.11,1.96
1.15,1519.26,1.53,2.01
0.64,634.18,2.1,1.01
1.61,1254.83,2.69,2.99
1.09,1441.2,2.29,2.02
1.32,949.61,1.91,1.99
1.15,827.31,3.41,1.99
1.22,1614.43,2.81,2.03
1.19,1141.45,1.99,1.99
1.02,735.62,3.51,2.02
0.99,712.21,1.6,1.99
1.41,1015.2,2.51,2.0
0.61,604.45,2.69,1.01
1.3,1720.29,2.09,2.03
1.42,1874.4,3.69,2.0
1.87,2196.32,3.51,3.05
1.15,1240.97,2.22,1.99
1.11,1198.8,1.72,2.0
0.92,910.8,1.69,1.0
1.31,1255.5,3.1,1.98
1.33,958.4,2.11,2.01
1.44,1423.01,1.58,1.0
1.67,1305.61,2.69,3.03
1.03,1247.43,2.88,1.01
1.08,1165.43,2.8,1.99
1.66,1942.2,3.49,3.0
0.57,376.54,2.39,1.01
1.12,987.39,3.01,1.02
1.51,1176.89,2.68,2.99
1.67,2389.94,2.71,3.01
1.03,680.42,2.1,1.01
1.29,928.8,2.11,2.0
1.26,1209.6,2.51,2.0
0.72,475.2,3.6,1.0
1.22,1075.55,2.41,1.02
1.08,1035.94,2.11,1.99
1.81,2117.7,3.49,3.0
1.32,950.4,1.88,2.0
0.7,845.46,3.0,1.0
1.6,2286.24,3.51,2.99
1.29,1704.22,1.9,2.01
1.08,1423.22,2.8,1.98
1.73,1803.35,3.5,3.03
1.61,1674.4,2.72,3.0
1.08,1426.79,2.82,2.01
1.8,2575.98,3.5,3.01
1.34,1771.75,2.41,2.02
1.33,1275.74,2.11,1.99
1.67,1738.14,3.51,3.01
1.38,1328.11,3.43,2.03
1.37,986.4,2.81,2.0
1.18,775.26,2.92,1.0
1.1,791.34,2.4,1.99
1.43,1257.26,3.5,1.0
1.81,1878.06,3.49,2.97
1.37,1205.6,3.21,1.0
0.99,653.99,1.67,1.01
1.01,968.79,1.5,1.99
1.42,1533.6,2.41,2.0
1.01,1090.8,2.0,2.0
1.29,1562.32,2.3,1.01
1.33,1758.53,2.28,2.02
0.7,461.16,3.09,1.0
0.54,534.11,3.31,1.0
1.7,1769.36,3.49,3.01
1.18,1274.4,2.0,2.0
1.14,820.8,3.11,2.0
0.95,1152.64,2.01,1.03
1.04,1121.33,2.62,1.98
1.49,1072.8,3.6,2.0
1.08,1169.32,2.12,2.03
0.84,553.39,2.9,1.0
1.02,735.01,1.52,2.01
0.93,919.03,1.7,1.0
1.45,1567.3,3.36,2.01
0.77,678.83,2.6,1.02
1.14,1504.8,2.11,2.0
1.01,727.81,2.8,2.01
0.83,548.8,2.29,1.02
1.0,960.0,3.51,2.0
0.59,713.9,2.07,1.0
1.47,1291.25,2.42,1.0
1.05,1388.31,3.2,2.02
0.72,476.06,3.48,1.02
1.32,1422.04,2.0,1.97
0.52,342.89,2.42,1.0
1.27,1258.44,3.71,1.01
1.47,1459.27,3.3,1.03
0.85,839.97,2.3,1.0
1.24,1339.2,2.2,2.0
1.36,1196.8,3.21,1.0
1.52,1775.66,2.69,2.98
1.03,1358.47,2.61,1.99
1.61,1885.15,2.71,3.01
0.97,639.04,2.41,1.0
1.14,820.8,2.7,2.0
1.2,1297.08,2.41,2.01
0.51,505.36,1.69,1.01
0.79,955.9,3.42,1.0
1.27,1220.22,2.52,2.01
0.73,641.82,2.71,1.0
1.19,786.11,3.39,1.01
1.17,1543.11,2.38,1.99
1.18,1429.1,3.0,1.01
1.46,1450.66,2.28,1.04
1.27,915.16,2.21,2.01
1.52,2171.93,3.5,2.99
1.36,1466.35,3.39,1.98
1.34,1284.26,1.5,1.98
1.05,1270.5,2.4,1.0
1.42,938.9,3.61,1.02
1.09,1321.3,2.61,1.02
1.29,1279.42,2.28,1.02
1.77,1381.66,3.5,3.01
1.41,1707.65,1.97,1.01
1.72,2012.4,2.7,3.0
1.83,1904.66,3.5,3.01
1.43,1027.88,3.62,1.98
1.2,1448.04,2.0,1.0
0.7,616.56,2.31,1.01
1.11,1098.9,2.1,1.0
1.01,1089.89,1.49,1.99
1.03,742.22,2.59,2.01
0.71,468.17,3.51,1.0
1.18,1132.8,2.01,2.0
1.08,1069.2,2.3,1.0
1.56,1622.4,2.69,3.0
1.31,1414.8,2.59,2.0
1.89,1474.2,3.51,3.0
1.23,885.6,3.68,2.0
1.07,1156.56,3.38,2.01
1.97,2051.95,3.52,3.02
1.94,2778.47,2.69,3.02
1.58,2264.61,3.49,3.03
1.9,1974.48,3.5,2.99
0.96,844.8,2.1,1.0
1.35,973.62,2.12,2.02
1.46,1923.99,1.91,1.98
1.0,721.8,2.31,2.03
1.83,2139.45,3.49,2.99
0.58,510.86,2.43,1.01
1.78,1854.05,3.51,3.02
1.2,1149.12,1.71,1.97
1.06,1020.14,3.3,2.03
1.29,928.03,2.31,1.99
1.37,1315.2,3.4,2.0
1.1,969.76,2.0,1.02
1.06,761.93,1.79,1.98
1.97,2308.45,2.71,3.02
1.11,1064.71,2.29,1.99
1.2,1582.68,2.29,1.99
1.34,1286.4,3.3,2.0
0.53,349.48,3.3,1.0
1.27,1370.46,2.08,1.99
1.18,1133.74,2.0,2.01
1.53,2187.9,2.69,3.0
1.13,1224.47,3.0,2.04
0.55,665.5,2.79,1.0
1.29,851.4,2.39,1.0
1.25,1350.0,3.09,2.0
1.36,1468.8,2.91,2.0
1.38,1824.64,2.5,2.02
1.48,1304.77,2.01,1.02
1.2,1188.0,2.0,1.0
1.07,1156.56,2.3,2.01
1.17,1264.65,2.51,2.01
1.49,1431.59,1.69,2.01
1.31,1259.7,2.1,2.02
1.91,1986.4,2.71,3.0
1.08,1306.8,2.9,1.0
0.87,574.2,1.87,1.0
1.06,761.93,2.4,1.98
1.66,1942.2,2.71,3.0
1.17,1545.69,2.39,2.01
1.35,970.38,2.98,1.98
1.37,1206.7,3.21,1.01
1.42,1403.24,1.98,1.0
1.22,1610.4,1.82,2.0
1.19,1143.35,2.38,2.01
1.14,1506.05,2.11,2.01
1.18,848.89,2.01,1.99
1.96,2804.96,3.52,3.01
1.47,1590.25,2.8,2.02
1.71,1779.77,3.51,3.01
0.98,1183.64,1.99,1.0
1.34,1443.58,2.29,1.97
1.23,811.8,2.4,1.0
1.45,1043.13,1.99,1.99
1.52,1779.77,3.5,3.01
0.53,524.22,3.2,1.0
1.23,1491.01,2.01,1.02
0.71,468.6,2.1,1.0
1.13,1364.81,2.9,1.0
1.35,1633.5,2.21,1.0
1.92,1499.9,3.51,3.02
1.9,2712.82,2.71,2.98
1.14,1002.29,2.58,1.0
0.86,852.17,3.29,1.01
1.1,1054.24,2.19,1.98
1.56,1626.14,2.69,3.03
1.6,1870.56,2.7,2.99
1.2,1188.0,3.21,1.0
0.52,514.8,2.42,1.0
1.26,1663.2,1.79,2.0
0.69,683.1,2.31,1.0
0.57,689.7,2.39,1.0
1.25,1198.0,1.81,1.98
1.46,1050.32,2.9,1.99
1.17,842.4,2.39,2.0
1.14,1230.17,2.58,1.99
0.76,752.4,3.59,1.0
1.16,1529.92,1.8,1.99
1.28,1382.4,2.61,2.0
1.5,1618.65,2.5,1.99
1.09,1180.14,2.8,2.03
1.48,1599.73,3.19,2.01
0.97,639.62,1.69,1.0
1.36,1306.69,2.69,2.01
1.67,1736.8,3.5,3.0
1.45,1395.48,2.91,2.03
1.24,819.89,1.63,1.02
1.43,1027.88,3.61,1.98
1.49,986.08,1.49,1.03
1.32,1426.79,1.8,2.01
0.6,594.54,2.39,1.01
1.26,1109.81,2.39,1.01
1.3,1245.92,2.12,1.98
1.48,1068.26,1.53,2.03
1.1,1056.0,2.8,2.0
1.28,1382.4,2.02,2.0
1.26,1208.59,2.7,1.99
0.99,870.41,3.6,1.0
0.7,462.84,2.57,1.02
0.61,536.8,2.3,1.0
1.0,990.9,3.5,1.01
1.09,1080.08,3.41,1.01
1.72,1341.6,3.52,3.0
1.7,1769.36,3.51,3.01
1.29,931.12,1.99,2.03
1.18,1430.4,1.61,1.02
1.33,1316.7,2.49,1.0
1.7,1324.98,3.48,2.99
1.08,1036.8,2.8,2.0
1.35,891.81,3.01,1.01
1.13,1221.42,2.0,2.01
1.1,1188.99,2.13,2.01
1.08,1165.43,3.48,1.99
0.54,356.72,3.08,1.01
1.94,1513.2,2.7,3.0
1.19,1443.83,2.49,1.03
1.92,2741.38,2.69,2.98
1.19,786.83,1.61,1.02
0.99,980.99,3.12,1.01
1.3,1717.43,2.1,2.01
1.31,1587.98,2.91,1.02
1.81,1880.95,2.71,2.99
1.21,1063.83,2.19,1.0
1.74,1357.2,2.68,3.0
1.12,1208.59,2.6,1.99
1.99,1553.39,2.69,3.01
1.22,1170.22,2.61,1.99
1.1,1334.63,2.19,1.03
1.5,1620.0,2.09,2.0
1.16,1253.84,2.31,2.01
1.42,1248.46,1.62,1.0
1.32,1268.26,1.51,2.01
1.52,1185.6,3.51,3.0
1.33,1170.4,2.21,1.0
1.08,1166.4,2.8,2.0
0.69,834.9,2.4,1.0
0.55,483.56,1.98,1.0
1.08,1036.8,1.99,2.0
1.4,1517.04,2.21,2.04
1.14,1230.17,2.21,1.99
1.13,813.6,2.9,2.0
1.43,1541.83,1.73,1.98
0.87,1053.66,3.31,1.01
1.39,1225.42,3.02,1.02
1.32,1598.65,2.19,1.01
1.26,1521.83,2.61,1.0
1.34,1770.27,3.48,2.01
1.71,1779.77,3.48,3.01
1.22,1167.3,2.1,1.96
1.08,1036.8,1.69,2.0
1.63,1907.1,2.7,3.0
1.79,2094.3,2.7,3.0
1.37,987.22,2.09,2.01
1.9,1483.14,3.49,3.01
1.5,1077.3,2.5,1.97
1.06,1050.35,1.87,1.01
1.01,666.6,1.69,1.0
1.33,957.6,3.29,2.0
0.82,722.91,2.71,1.02
1.97,2814.93,2.7,2.99
1.02,1230.83,2.32,1.0
0.9,1089.99,2.09,1.01
1.25,1200.0,1.89,2.0
1.18,1556.3,1.8,1.99
1.27,914.4,2.61,2.0
0.52,457.18,2.5,1.0
0.77,930.85,3.11,1.0
0.96,1161.6,2.38,1.0
1.4,1846.46,2.0,1.99
0.67,810.7,2.29,1.0
1.95,2031.12,2.69,3.02
1.57,1630.29,3.51,2.98
1.41,1398.44,3.09,1.02
1.19,1442.52,3.0,1.02
1.43,1257.26,3.6,1.0
1.46,1403.94,2.62,2.02
1.5,1169.1,3.49,2.99
1.03,1111.47,2.43,1.99
0.58,701.16,2.09,1.0
0.83,547.8,2.29,1.0
1.46,1925.59,2.91,1.99
1.0,1211.1,2.32,1.01
1.27,1373.89,1.8,2.02
1.13,1367.3,2.29,1.0
1.36,1195.71,3.6,1.0
1.01,1090.8,3.51,2.0
1.19,1177.03,3.41,1.0
1.22,1317.6,3.1,2.0
1.05,1384.84,2.43,1.99
1.09,1079.1,2.89,1.0
0.94,826.45,3.1,1.0
0.99,1198.99,3.51,1.01
1.18,1168.2,3.39,1.0
1.48,1301.22,3.07,1.0
1.42,1362.06,2.58,1.99
1.34,1286.4,2.6,2.0
1.02,1103.44,2.79,2.02
1.38,1823.12,3.39,2.01
1.3,1571.57,3.4,1.0
1.81,1878.06,3.5,2.97
1.48,1462.54,3.11,1.0
1.67,1955.4,2.7,3.01
1.33,1612.23,2.3,1.02
0.96,845.57,3.2,1.01
1.67,2391.77,3.51,3.02
1.34,963.19,1.89,1.98
0.91,1101.1,2.88,1.0
0.69,454.99,3.1,1.0
1.28,919.3,1.8,1.97
0.72,712.15,2.52,1.0
1.28,1550.21,3.1,1.01
1.33,1275.74,3.6,1.99
1.27,915.16,2.72,2.01
1.38,1668.28,1.49,1.0
1.5,1482.3,1.49,1.0
1.08,776.95,2.19,1.99
1.06,761.93,2.88,1.98
1.29,1280.58,3.4,1.03
1.85,1922.52,2.71,2.99
1.28,1385.86,3.51,2.03
1.51,1820.46,1.52,1.0
1.32,1266.14,2.08,1.99
1.14,1128.6,2.49,1.0
1.26,1663.2,2.7,2.0
1.24,1089.22,2.52,1.0
1.47,1453.98,3.27,1.0
0.83,822.45,3.59,1.01
0.79,522.35,2.11,1.02
1.76,2514.86,3.49,2.99
1.1,1056.88,2.38,2.01
1.14,1127.57,2.11,1.0
1.68,2402.4,2.68,3.0
1.47,1293.6,1.8,1.0
0.65,429.0,3.38,1.0
1.29,1393.2,1.73,2.0
0.94,930.6,1.8,1.0
1.42,1366.61,2.89,2.03
1.37,983.93,2.79,1.97
0.98,969.32,2.8,1.0
1.22,1173.15,2.29,2.02
1.27,914.4,2.11,2.0
1.52,1583.23,3.52,3.02
1.31,943.99,3.41,2.01
1.04,1376.23,2.38,2.03
1.01,968.79,1.5,1.99
1.26,908.71,3.09,2.02
1.98,2056.03,2.71,2.98
0.89,881.1,1.89,1.0
1.95,2285.01,2.72,3.02
1.26,907.2,3.1,2.0
1.76,1831.81,2.7,3.01
1.12,805.73,1.78,1.99
0.78,514.33,3.19,1.0
0.92,909.14,3.09,1.0
1.3,1245.92,1.82,1.98
1.31,1414.8,3.4,2.0
1.42,1024.1,1.79,2.02
0.73,722.04,2.7,1.0
1.02,980.83,2.28,2.02
0.62,408.83,2.62,1.0
1.32,949.61,3.3,1.99
1.88,2201.29,3.5,3.01
1.98,2313.04,2.69,2.98
1.78,2084.2,3.5,3.01
0.88,1061.9,1.59,1.0
0.74,651.2,2.29,1.0
1.11,799.87,1.81,2.01
0.51,336.29,2.21,1.0
1.36,1645.6,2.11,1.0
1.33,1434.01,2.3,1.98
1.25,824.25,2.9,1.0
1.28,1227.78,3.51,1.99
1.49,1610.54,2.01,2.01
1.78,2082.6,3.49,3.0
0.93,614.92,1.88,1.02
1.72,1787.42,3.5,2.99
0.77,678.83,3.37,1.02
1.16,1113.6,3.28,2.0
1.73,1800.58,3.49,3.01
0.75,660.6,3.62,1.01
1.52,1580.8,3.51,3.0
0.81,536.06,2.7,1.03
0.51,505.36,3.11,1.01
1.46,1444.09,1.9,1.0
1.84,1913.6,3.52,3.0
1.57,1225.54,3.49,3.01
1.19,785.4,3.2,1.0
1.51,1571.61,3.5,3.01
1.27,1370.46,2.31,1.99
0.74,895.4,2.29,1.0
1.02,1008.88,2.31,1.0
1.31,1732.08,3.49,2.02
1.92,1995.26,3.5,2.99
0.72,634.18,2.71,1.01
0.89,785.34,2.39,1.03
1.0,1080.9,3.11,2.01
0.73,482.24,2.71,1.01
0.76,751.72,3.5,1.0
0.77,676.37,3.39,1.0
1.78,1388.4,3.49,3.0
0.7,617.12,3.1,1.02
1.34,1330.22,2.91,1.03
1.06,1048.45,1.88,1.0
1.74,2486.29,3.51,2.99
1.06,1146.71,2.4,2.02
1.07,706.2,2.61,1.0
1.78,1387.33,2.71,2.99
1.47,1777.08,3.52,1.0
1.11,1340.66,1.98,1.0
1.36,976.75,2.21,1.97
1.98,2316.6,2.7,3.0
0.64,772.99,2.71,1.0
1.26,1208.59,2.5,1.99
1.48,1066.49,3.4,2.01
1.77,2066.12,3.5,2.97
1.01,665.99,3.51,1.0
1.79,2555.76,2.71,2.98
1.85,1924.0,2.72,3.0
0.85,562.02,2.9,1.02
1.39,1002.47,2.09,2.02
1.17,1124.14,3.3,2.01
0.86,567.6,2.29,1.0
1.2,1294.92,2.1,1.99
0.9,791.28,2.4,1.0
0.51,505.36,2.5,1.01
0.91,1100.1,2.6,1.0
1.37,907.49,2.18,1.04
1.42,1363.2,2.78,2.0
1.26,1664.59,1.91,2.01
1.54,1601.6,3.5,3.0
1.25,1651.38,3.21,2.01
1.14,1507.31,2.39,2.02
1.19,1283.06,2.49,1.98
1.45,1568.61,1.89,2.02
1.37,1313.01,2.29,1.98
0.99,1202.26,2.58,1.04
1.07,940.74,1.89,1.0
1.14,1232.23,3.38,2.01
1.4,1513.26,2.19,2.01
1.28,844.8,2.39,1.0
1.8,1401.84,3.5,2.98
1.39,1335.51,2.5,2.01
0.55,363.33,2.01,1.01
1.34,1445.99,1.51,1.99
1.25,1099.0,2.49,1.0
1.42,1533.6,2.61,2.0
1.84,1910.66,3.51,2.98
1.39,1220.98,1.69,1.0
1.31,942.41,1.61,1.99
0.75,660.6,2.08,1.01
1.93,2008.74,2.7,3.01
1.35,1777.54,2.59,1.97
1.45,957.0,3.19,1.0
1.28,1228.8,3.51,2.0
1.46,1283.63,2.3,1.0
0.77,760.91,3.4,1.0
1.39,999.97,2.62,1.99
1.42,1875.96,2.2,2.01
1.35,972.81,2.62,2.01
1.32,1424.41,2.51,1.99
1.41,1520.26,2.29,1.98
1.3,1714.57,2.11,1.99
1.05,1134.0,2.4,2.0
0.6,593.46,2.4,1.0
1.1,1188.0,2.69,2.0
1.08,1071.14,1.69,1.02
1.9,2217.87,2.71,2.97
0.97,960.3,2.0,1.0
1.27,835.91,1.99,1.0
1.13,1085.7,1.73,2.01
1.04,746.93,2.51,1.97
0.72,475.63,3.6,1.01
1.3,1251.12,2.11,2.03
1.32,1162.66,2.2,1.01
1.27,1118.62,3.1,1.01
1.63,1270.42,3.49,2.99
1.47,1778.7,1.99,1.0
0.83,1006.13,2.31,1.02
1.01,1330.98,2.89,1.98
1.0,660.6,2.62,1.01
1.24,892.06,2.8,1.99
1.88,2684.26,3.49,2.98
0.84,738.53,2.01,1.0
1.35,972.0,2.09,2.0
1.46,1052.08,2.19,2.01
1.63,1910.03,3.5,3.02
0.9,1087.02,2.12,1.0
1.43,1371.66,1.99,1.99
1.01,1334.31,2.68,2.01
1.17,1158.3,2.38,1.0
1.88,1466.4,2.7,3.0
0.9,789.84,1.89,1.0
1.01,727.81,2.81,2.01
1.93,1506.56,2.71,3.01
1.43,1416.99,2.92,1.01
1.64,1708.22,3.51,3.02
1.67,1302.6,3.5,3.0
1.09,1045.53,2.19,1.99
1.1,1055.12,1.89,1.99
1.1,792.0,2.5,2.0
1.05,1135.89,2.42,2.02
1.43,1544.4,1.6,2.0
0.9,891.0,1.89,1.0
1.07,1297.05,1.9,1.02
1.44,1897.63,1.58,1.98
1.3,1142.96,2.2,1.0
0.92,1110.16,2.4,1.0
2.0,2855.6,3.48,2.98
1.93,2005.66,2.71,2.99
1.51,1765.34,3.5,2.99
1.17,1159.35,3.71,1.01
0.86,852.17,1.49,1.01
0.82,814.01,2.4,1.03
0.99,951.98,1.6,2.02
1.12,1478.4,3.1,2.0
1.47,968.44,2.2,1.0
0.67,662.7,2.3,1.0
1.1,725.34,3.39,1.0
1.48,1418.43,1.7,1.98
1.13,1362.33,1.7,1.0
0.81,980.1,2.2,1.0
1.22,1071.65,1.8,1.0
0.77,931.7,2.61,1.0
1.71,1333.8,3.51,3.0
1.41,1014.35,2.39,1.99
1.41,1350.22,2.02,1.97
1.19,1569.49,2.3,1.99
1.78,1389.47,3.52,3.01
0.66,797.87,3.1,1.0
0.74,489.29,1.8,1.02
1.86,1450.8,3.54,3.0
1.38,1675.87,2.0,1.04
0.99,1069.2,2.8,2.0
1.79,2559.7,3.53,3.0
0.9,1089.99,2.6,1.01
1.07,1058.34,2.59,1.0
1.19,1285.2,2.3,2.0
1.18,850.31,1.79,2.01
1.27,1676.4,1.8,2.0
0.96,634.75,2.1,1.02
0.5,606.1,1.7,1.02
0.52,628.06,3.1,1.0
1.47,1414.73,3.39,2.03
1.54,1799.03,2.68,2.98
1.56,2232.52,3.5,3.01
1.8,1401.84,3.5,2.98
1.68,1310.4,3.52,3.0
1.98,1544.4,3.5,3.0
1.15,826.62,3.01,1.98
1.07,1060.26,1.9,1.01
1.65,1713.36,2.7,2.98
0.91,1103.1,2.69,1.02
0.56,491.9,1.69,1.0
0.98,862.4,3.21,1.0
1.11,1064.71,2.4,1.99
1.88,1956.7,3.5,3.01
0.51,617.1,2.31,1.0
1.57,1223.66,3.49,2.99
1.04,1369.37,2.39,1.97
1.35,1460.43,1.57,2.02
0.84,1016.4,2.88,1.0
1.88,2199.6,2.72,3.0
1.27,1673.61,2.19,1.98
1.13,1118.7,3.12,1.0
1.4,1512.0,2.01,2.0
0.93,612.68,2.41,1.0
1.58,1231.45,2.7,2.99
1.68,1312.42,3.49,3.02
1.18,1272.28,2.41,1.98
1.39,1834.8,3.11,2.0
1.48,1064.71,3.6,1.99
1.07,1413.58,2.28,2.01
1.49,1965.16,2.8,1.99
1.37,1654.69,2.19,1.0
1.26,1527.37,3.09,1.02
1.34,1449.61,3.7,2.02
0.88,871.2,1.91,1.0
0.6,724.02,3.39,1.0
